	label	sentence
45533	1	 Palaeotherium ('old beast') is an extinct genus of primitive perissodactyl ungulate. George Cuvier originally described them as being a kind of tapir and as such Palaeotherium is popularly reconstructed as a tapir-like animal. Recent reexaminations of the skulls show that the nasal cavity was not designed to support a small trunk thus starting a recent trend to reconstruct them as looking more horse-like.
49763	1	 Chloropaschia godrica is a species of snout moth in the genus Chloropaschia. It is found in the Amazon region.
47219	1	 The scrubfowl are the genus Megapodius of the mound-builders stocky medium-large chicken-like birds with small heads and large feet in the family Megapodiidae. They are found from south-east Asia to north Australia and islands in the west Pacific.They do not incubate their eggs with their body heat in the orthodox way but bury them.
47876	1	 Idalus idalia is a moth of the Arctiidae family. It was described by Hampson in 1901. It is found in Brazil.
47111	1	 Letomola barrenensis is a species of small air-breathing land snails terrestrial pulmonate gastropod mollusks in the family Charopidae. This species is endemic to Australia. Its natural habitats are temperate forests and temperate shrubland.
45933	1	 Babella yabei is a species of sea snail a marine gastropod mollusk in the family Pyramidellidae the pyrams and their allies. The species is one of twelve known species in the Babella genus of gastropods.
47636	1	 Pseudoskenella is a genus of sea snails marine gastropod mollusks in the family Pyramidellidae the pyrams and their allies.
48048	1	 The Brachyceran infraorder Muscomorpha is a large and diverse group of flies containing the bulk of the Brachycera and in fact most of the known flies. It includes a number of the most familiar flies such as the housefly the fruit fly and the blowfly. The antennae are short usually three-segmented with a dorsal arista.
49394	1	 Gymnelia xanthogastra is a moth of the Arctiidae family. It was described by Perty in 1834. It is found in Brazil (Rio de Janeiro).
45464	1	 Thyas coronata is a species of moth of the Noctuidae family. It is found from the Indo-Australian tropics to Micronesia and the Society Islands.The wingspan is about 60 mm.The larvae feed on Combretum Quisqualis (including Quisqualis indica) Terminalia (including Terminalia catappa) Litsea Anamirta Pinus and Nephelium species. It is considered a pest on Oranges Lemons and other Citrus species.
47048	1	 Hyperolius brachiofasciatus is a species of frog in the Hyperoliidae family.It is endemic to Central African Republic.Its natural habitats are rivers swamps freshwater marshes and intermittent freshwater marshes.
47796	1	 The bobtail snipe eels are two species of deep-sea fishes in the family Cyematidae one only in each of two genera. They are small elongate fishes growing up to 16 cm (6 in) long.They are bathypelagic (deep-water ocean-dwellers) and have been found down to 5000 m (16400 ft). They are found in all oceans.
49523	1	 Eupithecia discretata is a moth in the Geometridae family. It is found in Peru.
47036	1	 Cabassous is a genus of armadillo in the Dasypodidae family. It contains the following four species:Northern Naked-tailed Armadillo Cabassous centralisChacoan Naked-tailed Armadillo Cabassous chacoensisSouthern Naked-tailed Armadillo Cabassous unicinctusGreater Naked-tailed Armadillo Cabassous tatouay↑ ↑
45381	1	 Eurymorpha cyanipes is a species of beetle in the family Carabidae the only species in the genus Eurymorpha.
48936	1	 Athous vittatus is a species of beetle from a family of elateridae in a genus of Athous.
45862	1	 Cynosphenodon (/ˌsaɪnəˈsfɛnədɒn/ SY-nə-SFEN-ə-don; Dog Sphenodontian) is an extinct genus of the family Sphenodontidae from the Middle Jurassic La Boca Formation of Tamaulipas Mexico. Growth patterns in the teeth of Cynosphenodon suggest its close relationship with the modern tuatara.
48696	1	 Common name: Autlán rattlesnakeCrotalus lannomi is a venomous pit viper species found in Mexico in Jalisco. No subspecies is recognized.
45567	1	 Fromia milleporella common name Red Starfish or Black Spotted Starfish is a species of starfish belonging to the family Goniasteridae.
46281	1	 Ortopla is a genus of moths of the Noctuidae family.
46002	1	 Brachytoma rioensis is a species of sea snail a marine gastropod mollusk in the family Drilliidae.
45138	1	 Strumigenys godeffroyi is a species of ant. This is a very widespread species found in South East Asia as far east as southern India and Sri Lanka and also Indonesia the Philippines Taiwan New Guinea northern Australia and much of Oceania.It is very similar to several congeners but can usually be distinguished by the dorsal surface of the thorax bearing two pairs of long hairs.
48625	1	 Brittonella chardoni is a species of beetle in the family Cerambycidae the only species in the genus Brittonella.
48222	1	 Euacidalia is a genus of moth in the family Geometridae.
47886	1	 Atarba is a genus of crane fly in the family Limoniidae.
45308	1	 Papilio maraho is a species of butterfly in the Papilionidae family. It is endemic to Taiwan.
48528	1	 Sphecosoma plumbicincta is a moth in the Arctiidae family. It was described by Draudt in 1915. It is found in Panama.
45304	1	 Eiconaxius is a genus of mud lobster that includes the following species:
46270	1	 Sorolopha stygiaula is a moth of the Tortricidae family. It is found in Thailand and Java.The wingspan is about 17 mm. Adults are light grey with a characteristic purple-fuscous almost black longitudinal broad streak. The hindwings are dark fuscous with a much paler basal half.
45817	1	 Dysdera arganoi is a spider species found in Italy.
46098	1	 Chabulina is a genus of moths of the Crambidae family.
46329	1	 The Arunachal macaque (Macaca munzala) a relatively large brown primate with a comparatively short tail is a macaque native to Arunachal Pradesh in northeastern India. Its species name comes from munzala (monkey of the deep forest) as it was called by the Dirang Monpa tribe. It was discovered as a new taxon in 1997 by noted Indian primatologist Anwaruddin Choudhury but he thought it to be a new subspecies of Tibetan or Pere David's macaque.
46965	1	 Geranoaetus is a genus of bird of prey in the Accipitridae family. It contains the following species: White-tailed Hawk (Geranoaetus albicaudatus) Variable Hawk (Geranoaetus polyosoma ) Black-chested Buzzard-Eagle (Geranoaetus melanoleucus)
48583	1	 Denticucullus is a genus of moths of the Noctuidae family.
48014	1	 Lamprologus kungweensis is a species of cichlid endemic to Lake Tanganyika where it is known from the northwestern part of the lake in Kungwe Bay Kigoma Tanzania where it can be found living in shells. This species reaches a length of 8 centimetres (3.1 in) TL. This species can also be found in the aquarium trade.
45690	1	 Histura cuprata is a species of moth of the Tortricidae family. It is found in Guyana and Brazil (Federal District Santa Catarina).
49178	1	 Hemidactylus garnotii commonly known as the Indo-Pacific gecko Garnot's house gecko or the fox gecko is a species of gecko found in India the Philippines Southeast Asia Australia and throughout Polynesia. Adults are about 4 to 5 inches long seen as dark gray or brown with light markings in daylight and a pale translucent colour at night. The belly is orange or yellow. The head has a long narrow snout hence the name fox gecko.
45502	1	 Crassispira ballenaensis is a species of sea snail a marine gastropod mollusk in the family Pseudomelatomidae.
45291	1	 The Twin-spotted Sphinx (Smerinthus jamaicensis) is a moth of the Sphingidae family. It is widely distributed across North America and is found everywhere except in the southern half of western California. It has been taken as far north as the Yukon.It has a wingspan of 13⁄4–31⁄4 inches (4.5–8.3 cm) with the outer margins of the forewings unevenly scalloped but with the coastal margin of hindwings being almost straight.
47929	1	 Haliotis walallensis common name the flat abalone is a species of sea snail a marine gastropod mollusk in the family Haliotidae the abalones.
47814	1	 Paramorbia aureocastanea is a species of moth of the Tortricidae family. It is found in Ecuador (Morona-Santiago Province and Carchi Province).
49214	1	 Madoce is a genus of moths of the Noctuidae family.
47831	1	 Termitotrox cupido is a species of scarab beetle in the subfamily Termitotroginae. It was first described by Munetoshi Maruyama in 2012 having been discovered living inside a nest of the termite Hypotermes makhamensis in Cambodia. It is a tiny blind and flightless insect.
46139	1	 Criophthona is a genus of moths of the Crambidae family.
45949	1	 Mintopola dipartita is a moth of the Arctiidae family. It was described by Reich in 1936. It is found in Brazil.
46379	1	 Singara is a genus of moths of the Noctuidae family.
49787	1	 Xystochroma femoratum is a species of beetle in the family Cerambycidae. It was described by Napp and Martins in 2005.
49102	1	 Agnippe novisyrictis is a moth of the Gelechiidae family. It is found in China (Gansu Hebei Henan Shaanxi) and Russia (Primorsky Region).The wingspan is 8–9 mm. The forewings are grey-brown the posterior margin grey-cream densely mottled brown. The hindwings are light grey. Adults are on wing from July to August.
45891	1	 Acleris schalleriana the Viburnum Button or Schaller's Acleris Moth is a moth of the Tortricidae family. It was described by Linnaeus in 1761. It is found most of Europe and is also found in North America.The wingspan is 15–20 mm. Adults are on wing from August to October they overwinter and reappear the following spring.The larvae feed on Viburnum species including Viburnum lantana and Viburnum opulus. They twist a leaf to form a pocket and feeds from within.
48774	1	 Coleophora katunella is a moth of the Coleophoridae family. It is found in southern Russia.
48682	1	 Spilosoma dubia the Dubious Tiger Moth is a moth in the Arctiidae family. It was described by Walker in 1855. It is found from south-eastern Canada west to Alberta and in the eastern United States. The habitat consists of aspen parkland and southern boreal forests.The wingspan is 32-38 mm. The wings are white with black spots on the forewings and black subterminal patches on the hindwings. Adults are on wing from mid-May to mid-June.The larvae have been recorded feeding on Prunus serotina.
46526	1	 Lepidochrysops quassi the Tailed Blue Giant Cupid is a butterfly in the Lycaenidae family. It is found in Côte d'Ivoire Ghana Togo Nigeria and Cameroon. Its habitat consists of open areas in the forest zone.Adults have been recorded on wing in August and September and from June to November.The larvae feed on Solenostemon ocymoides and probably also on Ocimum species. They are associated with the ant species Camponotus maculatus.
49185	1	 Orthotylus salsolae is a species of bug from the Miridae family that can be found in France Spain and the island of Sicily.
46835	1	 Orthetrum austeni the Giant Skimmer is a species of dragonfly in family Libellulidae. It is found in Angola Benin Cameroon Central African Republic the Democratic Republic of the Congo Ivory Coast Equatorial Guinea Gabon Ghana Guinea Liberia Nigeria Sierra Leone Tanzania Togo Uganda and Zambia. Its natural habitats are subtropical or tropical moist lowland forests and rivers.
45113	1	 Narona exopleura is a species of sea snail a marine gastropod mollusk in the family Cancellariidae the nutmeg snails.
49257	1	 Nerula is a genus of skippers in the family Hesperiidae.
48594	1	 Peristichia bathyraphe is a species of sea snail a marine gastropod mollusk in the family Pyramidellidae the pyrams and their allies.
46465	1	 Minucia is a genus of moths of the Noctuidae family.
46450	1	 The Dixidae (meniscus midges) are a family of aquatic nematoceran Diptera. The larvae live in unpolluted standing fresh waters just beneath the surface film usually amongst marginal aquatic vegetation . They are found in all continents except Antarctica.
47513	1	 The leopard cat (Prionailurus bengalensis) is a small wild cat of South and East Asia. Since 2002 it has been listed as Least Concern by IUCN as it is widely distributed but threatened by habitat loss and hunting in parts of its range. There are twelve leopard cat subspecies which differ widely in appearance.The leopard cat's name is derived from the leopard-like spots prevalent in all subspecies but its relation to the leopard is distant.
49284	1	 Zodarion karpathos is a spider species found in Greece.
48812	1	 The bird wrasse Gomphosus varius is a species of wrasse native to the eastern Indian Ocean and the western Pacific Ocean. It occurs on coral reefs at depths from 1 to 35 m (3.3 to 114.8 ft). This species can reach a standard length of 30 cm (12 in). It is of minor importance to local commercial fisheries and can be found in the aquarium trade.
49371	1	 Adelphagrotis is a genus of moths of the Noctuidae family.
47587	1	 This article is about the bat genus. Pteronotus is also a synonym of the catfish genus Rhamdia.Pteronotus is a genus of bats. Seven extant species have been recognized as well as one relatively recently extinct species
47027	1	 The Montane myotis (Myotis oxyotus) is a species of vesper bat. It is found in Bolivia Colombia Costa Rica Ecuador Panama Peru and Venezuela.
49315	1	 Aporrhais pesgallinae is a species of medium-sized sea snail a marine gastropod mollusk in the family Aporrhaidae the pelican's foot snails or pelican's foot shells.
46470	1	 Osmodes lux the Detached White-spots is a butterfly in the Hesperiidae family. It is found in Sierra Leone Liberia Ivory Coast Ghana Nigeria Cameroon Equatorial Guinea Gabon the Republic of Congo the Central African Republic the Democratic Republic of Congo and western Uganda. The habitat consists of wetter forests.
49348	1	 Acrolepia aureella is a moth of the Acrolepiidae family. It was described by Blanchard in 1852. It is found in Chile.
49544	1	 The Rocky Mountain Toad or Western Woodhouse's toad (Bufo woodhousii woodhousii) is a subspecies in the Woodhouse's toad subgroup. It can be identified by its light middorsal stripe prominent cranial crests and elongate parotoid glands. The spots contain one to several warts. The belly is usually white or yellowish with dark flecks between the forelegs
48846	1	 Sekwiaspis is an extinct genus from a well-known class of fossil marine arthropods the trilobites. It lived during the late Atdabanian stage which lasted from 530 to 524 million years ago during the early part of the Cambrian Period.
45214	1	 Miniopterus brachytragos is a bat in the genus Miniopterus that occurs in northern and western Madagascar. Populations of this species have historically been included in Miniopterus manavi but molecular data published in 2008 and 2009 indicate this supposed species in fact consists of five separate species including the newly described M. brachytragos. Up to four species of this group may occur in the same place. M.
47465	1	 Eumysia semicana is a species of snout moths in the genus Eumysia. It was described by Heinrich in 1956. It is found in California.
49834	1	 Mantala is a genus of moths in the family Arctiidae. It contains the single species Mantala tineoides which is found on Borneo. The habitat consists of lowland and lower montane forests.
46351	1	 Diemodynerus is an Australasian genus of potter wasps.
45678	1	 The Hardy's caecilian Siphonops hardyi is a species of amphibian in the Caeciliidae family.It is endemic to southeastern Brazil.Its natural habitats are subtropical or tropical moist lowland forests plantations rural gardens and heavily degraded former forest.It is threatened by habitat loss.
49863	1	 Manduca camposi is a moth of the Sphingidae family. It is known from Ecuador.
48052	1	 The giant mole rat or Russian mole rat (Spalax giganteus) is a species of rodent in the family Spalacidae found in a limited area of Kazakhstan and southern Russia. It feeds on roots and tubers and lives underground in a burrow that it digs with its teeth. The IUCN has assessed it as being Vulnerable.
45939	1	 The Antigua Least Gecko (Sphaerodactylus elegantulus) is a gecko endemic to the island nation of Antigua and Barbuda in the Caribbean Lesser Antilles where it is found on both main islands.
45520	1	 Eudonia albafascicula is a moth of the Crambidae family. It was described byn Salmon in Salmon and Bradley in 1956. It is found in New Zealand (Campbell Island).
48650	1	 Acmaeops brachyptera is the species of the Lepturinae subfamily in long-horned beetle family. This beetle is distributed in China and Kazakhstan.
46974	1	 Archegozetes longisetosus is a species of tropical moss mite in the family Trhypochthoniidae. It has been used as a model organism and has been found to have a very high pulling strength relative to its size.
49467	1	 Schinia oleagina is a moth of the Noctuidae family. It is found in most of the western half of North America.The wingspan is about 27 mm. The larvae feed on Brickellia.
47154	1	 Eupithecia devestita is a moth in the Geometridae family. It is found in Cameroon Ethiopia Kenya South Africa Tanzania and Uganda.
48288	1	 Ptilophora nohirae is a moth of the Notodontidae family. It is known from Japan Korea and the Russian Far East.The wingspan is 30–33 mm.The larvae feed on Carpinus japonica.
47216	1	 Odontostomias is a genus of barbeled dragonfishes.
45142	1	 Lyphard (1969–2005) was a French Thoroughbred racehorse and an important sire.
48488	1	 Batrachedrodes syrraphella is a moth of the Batrachedridae family. It is endemic to Oahu and Hawaii.The larvae feed on Dryopteris parasitica. They make tubes of white silk among the sporangia upon which they feed.
49130	1	 Pipa aspera is a species of frog in the Pipidae family.It is found in French Guiana Suriname and possibly Brazil.Its natural habitats are subtropical or tropical moist lowland forests rivers freshwater marshes and intermittent freshwater marshes.
47329	1	 Prolitha is a genus of moths of the Noctuidae family.
46702	1	 Ulrichoceras is recognised as the basal cyrtogomphoceratid genus which is the source for the rest of the Cyrtogomphoceratidae as well as for the Westonoceratidae. The Cyrtogomphoceratidae are endogastric the Westonoceratidae exogastric. Ulrichoceras has a cyrtoconic endogastric shell that expands fairly rapidly to the middle of the body chamber then contracts toward the aperture.
49120	1	 Manzonia wilmae is a species of minute sea snail a marine gastropod mollusk or micromollusk in the family Rissoidae.
48733	1	 Procecidocharoides is a genus of tephritid or fruit flies in the family Tephritidae.
48865	1	 Fusiaphera macrospira common name the big-spired nutmeg is a species of sea snail a marine gastropod mollusk in the family Cancellariidae the nutmeg snails.
48443	1	 The South Georgia Pipit (Anthus antarcticus) is a sparrow sized bird only found on the South Georgia archipelago off the Antarctic Peninsula. It is the only song bird in Antarctica and South Georgia's only passerine and one of the few non-seabirds of the region.It builds nests from dried grass usually within tussac grass and lays four eggs a year.
45405	1	 Pellonula is a small genus of fish in the herring family Clupeidae. There are currently two recognized species in this genus. Both species of this genus are native to Africa.
48655	1	 Pseudalus aurantiacus is a moth in the Arctiidae family. It was described by Rothschild in 1909. It is found in Surinam French Guiana Brazil and Venezuela.
49169	1	 Canipsa suspensalis is a species of snout moth. It was described by Walker in 1866 and is found in Indonesia (including Borneo and Java).
49150	1	 Stizocera is a genus of beetles in the family Cerambycidae containing the following species: Stizocera armata Audinet-Serville 1834 Stizocera armigera (White 1853) Stizocera asyka Galileo & Martins 2004 Stizocera atiaia (Martins & Napp 1983) Stizocera bisignata Zajciw 1958 Stizocera boyi Melzer 1927 Stizocera caymanensis Fisher 1941 Stizocera consobrina Gounelle 1909 Stizocera curacaoae Gilmour 1968 Stizocera daudini Chalumeau & Touroult 2005 Stizocera debilis Galileo & Martins 2010 Stizocera delicata Lingafelter 2004 Stizocera diversispinis Zajciw 1962 Stizocera dozieri (Fisher 1947) Stizocera elegantula (Perroud 1855) Stizocera evanescens Vitali 2010 Stizocera floridana Linsley 1949 Stizocera fragilis (Bates 1870) Stizocera geniculata (Pascoe 1866) Stizocera horni Melzer 1923 Stizocera howdeni Gilmour 1963 Stizocera ichilo Lingafelter 2004 Stizocera insolita Gilmour 1968 Stizocera insulana (Gahan 1895) Stizocera jamaicensis Vitali 2007 Stizocera jassuara (Martins & Napp 1983) Stizocera juati Martins & Napp 1983 Stizocera kawensis Galileo & Martins 2009 Stizocera laceyi Linsley 1934 Stizocera lissonota (Bates 1870) Stizocera longicollis Zajciw 1963 Stizocera meinerti (Aurivillius 1900) Stizocera melanura (Erichson in Schomburg 1848) Stizocera mojuba Martins & Napp 1983 Stizocera nigroapicalis Fuchs 1961 Stizocera nigroflava Zajciw 1965 Stizocera pantonyssoides Zajciw 1968 Stizocera phtisica Gounelle 1909 Stizocera plicicollis (Germar 1824) Stizocera plumbea Gounelle 1909 Stizocera poeyi (Guérin-Méneville 1838) Stizocera punctatissima Martins 2005 Stizocera rugicollis (Guérin-Méneville 1844) Stizocera seminigra Martins & Napp 1983 Stizocera spinicornis (Fairmaire 1864) Stizocera sublaevigata Zajciw 1962 Stizocera submetallica (Chemsak & Linsley 1968) Stizocera suturalis (Martins & Napp 1992) Stizocera tristis (Guérin-Méneville 1844) Stizocera vanzwaluwenburgi (Fisher 1932) Stizocera wagneri (Gounelle 1913)↑
45298	1	 Celypha rivulana is a small moth species of the family Tortricidae. It is found in most of Europe.The wingspan is 16–18 mm. The adult moths fly in June July and August.The larvae are polyphagous feeding on a variety of herbaceous plants including Genista tinctoria Hieracium Lotus and Plantago.
45735	1	 The Lina's Sunbird (Aethopyga linaraborae) is a species of bird in the Nectariniidae family. It is endemic to the island of Mindanao in the Philippines.Its natural habitat is subtropical or tropical moist montane forest above 1000 m. It is threatened by habitat loss.
49672	1	 The Gray Marble (Anthocharis lanceolata) is a butterfly in the Pieridae family. Its range is the west coast of USA and Canada.
47370	1	 Thyranthrene obliquizona is a moth of the Sesiidae family. It is known from Zambia.
45042	1	 Synersaga phuruaensis is a moth in the Lecithoceridae family. It is found in Thailand.
49244	1	 Omphalophana antirrhinii is a moth of the Noctuidae family. It is found from southern France through all southern Europe (with the exception of the extreme west of the Iberian Peninsula) Corsica Sardinia towards northern Iraq western Iran Jordan and Israel.The wingspan is 26–32 mm. Adults are on wing from March to May. There is one generation per year.The larvae feed on Antirrhinum Linaria Cephalaria Delphinium and Scabiosa species.
45624	1	 The Smaller Wood Nymph (Ideopsis gaura) is a species of nymphalid butterfly in the Danainae subfamily. It is found in South-east Asia.Larva feed on Melodinus especially Melodinus laevigatus.Adults are mimiced by Graphium delessertii.
49583	1	 Echo is a genus of damselflies belonging to the family Calopterygidae.The genus contains the following species:Echo margarita Selys 1853Echo maxima Martin 1904Echo modesta Laidlaw 1902Echo uniformis Selys 1879↑ ↑
48595	1	 Mon Fils (foaled 1970) was a British Thoroughbred racehorse and sire best known for winning the classic 2000 Guineas in 1973. As a two-year-old Mon Fils won two of his seven races including the Mill Reef Stakes. In 1973 he won the 2000 Guineas on soft ground but ran poorly when strongly fancied for the Epsom Derby. His racing career was ended by injury in the autumn of 1973 and he was retired to stud wher he made no impact as a sire of winners.
45666	1	 Metacmaeops vittata is the species of the Lepturinae subfamily in long-horned beetle family. This beetle is distributed in USA.
46793	1	 Abyssotrophon hadalis is a species of sea snail a marine gastropod mollusk in the family Muricidae the murex snails or rock snails.
48001	1	 Hynhamia microsocia is a species of moth of the Tortricidae family. It is found in Ecuador.
49995	1	 Symmoca perobscurata is a moth of the Symmocidae family. It is found in Portugal and Spain.
49612	1	 Auratonota petalocrossa is a species of moth of the Tortricidae family. It is found in Costa Rica and Colombia.Adults are somewhat variable in having more or less pale and broad surfaces of ground colour reduced parts of markings or broad markings and slender elements of ground colour suffused with brown.
49445	1	 Turbonilla gofasi is a species of sea snail a marine gastropod mollusk in the family Pyramidellidae the pyrams and their allies.
46109	1	 Erosaria cernica is a species of sea snail a cowry a marine gastropod mollusk in the family Cypraeidae the cowries.
47247	1	 Partulina fusoidea is a species of tropical air-breathing land snail a terrestrial pulmonate gastropod mollusk in the family Achatinellidae. This species is endemic to Hawaii in the United States.
49248	1	 Petalium seriatum is a beetle species in the family Anobiidae.
49137	1	 Pogonophryne is a genus of tadpole barbeled plunderfishes native to the marine waters off of Antarctica.
45562	1	 Amphicallia solai is a moth of the Arctiidae family. It is found in Ethiopia Kenya and Tanzania.The larvae feed on Schinus molle and Crotalaria species.
47452	1	 Tanaophysopsis is a genus of moths of the Crambidae family.
47707	1	 Platycypha pinheyi is a species of damselfly in family Chlorocyphidae. It is found in the Democratic Republic of the Congo and Tanzania.
48830	1	 Scoriodyta conisalia is a moth of the Psychidae family. It was described by Meyrick in 1888. It is found in New Zealand.
47782	1	 Pseudoaspidoceras is an extinct cephalopod genus belonging to the subclass Ammonoidea and family Acanthoceratidae.These cephalopods lived during the Turonian stage of the Upper Cretaceous between 93.5 ± 0.8 Ma and 89.3 ± 1 Ma (million years ago). Their shells reached a diameter of 90-120 mm and had ornate ribs.
49170	1	 Striated Satyr Aulocera saraswati is a Brown butterfly that is found in the Himalayas.
46680	1	 Prostheta is a genus of moths of the Noctuidae family.
46122	1	 Hildoceras is a genus of ammonite form the upper Lower Jurassic in the family Hildoceratidae. The shells are characterized by a narrow discoidal evolute shape keeled venter concave ribs along the outer flanks and a shallow spiral goove running along smooth inner flanks. Whorls slightly overlap cross sections are compressed.
45049	1	 The Kurrajong Bag Moth (Dichocrocis clytusalis) is a species of moth of the Crambidae family. It is known from the north-eastern half of Australia.The wingspan is about 20 mm. Adults are bright yellow with black zig-zag lines across the wings and a prominent black spot near the middle of each forewing.The larvae feed on Brachychiton rupestre Brachychiton acerifolium and Brachychiton populneus. They only eat the soft green parts of a leaf leaving a skeleton of veins.
46091	1	 Tricimba is a genus of fly in the family Chloropidae.
45137	1	 The queen danio (Devario regina) is a tropical fish belonging to the minnow family (Cyprinidae). Originating in India Myanmar Thailand northwestern Malaya and the Mekong River basin this fish is sometimes found in community tanks by fish-keeping hobbyists.
48098	1	 Blastobasis molinda is a moth in the Blastobasidae family. It is found in India.The larvae have been recorded feeding within the seeds of Shorea robusta.
45302	1	 Euphaedra cuypersiana is a butterfly in the Nymphalidae family. It is found in the Democratic Republic of Congo.
48362	1	 Cyrtopodion elongatum the Yangihissar gecko is a lizard species in the genus Cyrtopodion. Its type locality is Yangihissar in Xinjiang Province China.
45012	1	 Quasicyclotosaurus is an extinct genus of mastodonsauroid temnospondyl.
49540	1	 A vole is a small rodent resembling a mouse but with a stouter body a shorter hairy tail a slightly rounder head smaller ears and eyes and differently formed molars (high-crowned and with angular cusps instead of low-crowned and with rounded cusps). There are approximately 155 species of voles. They are sometimes known as meadow mice or field mice in North America. Vole species form the subfamily Arvicolinae with the lemmings and the muskrats.
47631	1	 Mocquard's Cylindrical Skink (Chalcides pulchellus) is a species of skink that lives in southwestern Burkina Faso. Its Latin name means pretty.
49098	1	 Pseudopostega dorsalis is a moth of the Opostegidae family. It was described by Donald R. Davis and Jonas R. Stonis 2007. It is known from Costa Rica.The length of the forewings for ssp. dorsalis is 2.2–3.3 mm. Adults have been recorded throughout much of the year with records known for March to April June to July and October to November. The length of the forewings for ssp. fasciata is 2.4–2.9 mm. Adults of this subspecies have been collected from May to July and September to November.
49694	1	 The Maui Nui Finch (Telespiza ypsilon) is an extinct member of the genus Telespiza in the family Fringillidae. It was endemic to the Hawaiian islands of Molokai and Maui. It is only known from fossil remains and likely became extinct before the first Europeans visited Hawaii in 1778.
45130	1	 Agroeca is a genus of spiders in the Liocranidae family. The genus was first described by Nicolao Westring in 1861.
46141	1	 The Mexican Cloudywing Mountain Cloudy Wing or Nevada Cloudy Wing (Thorybes mexicana) is a butterfly of the Hesperiidae family. It is found in the high elevation mountains of the western United States south into Mexico.Subspecies confusis is often treated as a separate species known as the Confused Cloudywing or Eastern Cloudywing (Thorybes confusis).
45030	1	 The White-browed Bush Chat (Saxicola macrorhynchus) also known as Stoliczka's Bushchat is an Old World flycatcher in the genus Saxicola. The alternative name is after the discoverer geologist and explorer Ferdinand Stoliczka.This desert specialist has a small declining population because of agricultural intensification and encroachment which qualifies it as vulnerable.The White-browed Bush Chat is found in an area of semi-arid country in north-western India and eastern Pakistan.
47776	1	 Simulamerelina caribaea is a species of minute sea snail a marine gastropod mollusk or micromollusk in the family Rissoidae.
49506	1	 Subbalhaeceras is a genus of ammonites which existed in what is now Russia during the Olenekian. It was described by Yuri D. Zakharov and Nasrin Mousavi Abnavi in 2012 and the type species is S. shigetai. The generic name means nearly Balhaeceras referring to the external resemblance the ammonite bears to the other genus while the species epithet honours Yasunari Shigeta of the National Museum of Nature and Science in Tsukuba Japan.
46803	1	 The fish popularly known as darters are small perch-like fish found in freshwater streams in North America. They are members of the family Percidae and include members of the Ammocrypta Crystallaria Etheostoma and Percina genera. Some darters are widespread throughout North America most notably in the Mississippi Basin but others are restricted to single streams leaving them vulnerable to extinction.
49363	1	 Microselene is a genus of moths of the Noctuidae family.
45977	1	 Conopomorpha litchiella is a moth of the Gracillariidae family. It is known from Australia China (Fujian) India (Bihar Uttar Pradesh Karnataka and West Bengal) Malaysia (Selangor) Nepal Taiwan and Thailand.The larvae feed on Senna obtusifolia Senna tora Eugenia cumini Dimocarpus longan Litchi chinensis Nephelium litchi and Theobroma cacao. They mine the leaves as well as the fruit of their host plant.
45871	1	 Hellinsia pollux is a moth of the Pterophoridae family. It is found in California and Arizona (including the type location the Chiricahua Mountains).The wingspan is 27–33 millimetres (1.1–1.3 in). The forewings are white to pale yellowish white although tinged with gray-brown on the costa from the base to the apex. There is a blackish dash above the base of cleft followed by one or two dots in a few specimens.
48794	1	 Cobcrephora is a genus of that resembles the Palaeoloricates known from the Silurian of Gotland. Its interpretation as a polyplacophoran is widely challenged.Its mollusc shell is unique because Cobcrephora was described on the basis of isolated phosphatic sclerites. Its overlapping sclerites are arched and small comprise two shell layers and have lamellar projections.
48270	1	 Holothuria tubulosa the cotton-spinner or tubular sea cucumber is a species of sea cucumber in the family Holothuriidae. It is the type species of the genus Holothuria and is placed in the subgenus Holothuria making its full name Holothuria (Holothuria) tubulosa.
45202	1	 Leschenault's Rousette (Rousettus leschenaultii) is a species of fruit bat found in South and Southeast Asia.
47038	1	 Linosta is a genus of moths of the Crambidae family and only genus in the Linostinae subfamily.
45575	1	 Alburnoides fasciatus is a fish species of Cyprinidae family. Widespread in the Western Transcaucasia and rivers of the Black Sea coast in Turkey westward to Kizilirmak. Benthopelagic subtropical freshwater fish.
49030	1	 Eois tertulia is a moth in the Geometridae family. It is found in Ecuador.
47445	1	 Acanthocinini is a tribe of longhorn beetles of the Lamiinae subfamily. It was described by Blanchard in 1845.
48801	1	 The Pale or Pallid Harrier (Circus macrourus) is a migratory bird of prey of the harrier family. It breeds in southern parts of eastern Europe and central Asia (such as Iran) and winters mainly in India and southeast Asia. It is a very rare vagrant to Great Britain and western Europe although remarkably a juvenile wintered in Norfolk in the winter of 2002/3.This medium-sized raptor breeds on open plains bogs and heathland. In winter it is a bird of open country.
46511	1	 The Alaska whitefish (Coregonus nelsonii) is a species of whitefish in the family Salmonidae. It is found in parts of northwestern North America where it occurs only in small and large rivers and rarely in lakes.The maximum length recorded for this species is 56.0 centimetres (22.0 in).The Alaska whitefish is part of the Coregonus clupeaformis complex (lake whitefishes).
48554	1	 The Larch bark moth (Cydia zebeana) is a moth of the Tortricidae family. It is found in central and eastern Europe Siberia and China. It is also known from the Netherlands.This species is often confused with Cydia millenniana. Due to this it is difficult to be sure about the data published on the biology of both species. According to Whitebread (1975) and Booij and Diakonoff (1983) larvae of Cydia millenniana form galls while larvae of Cydia zebeana do not.The wingspan is 14–18 mm.
